"external_gene_name" "gene_biotype" "start_position" "end_position" "source"
"ENSRNOG00000059817" "AABR07071333.1" "lincRNA" 109875496 109878408 "ensembl"
"ENSRNOG00000058454" "LOC108353037" "lincRNA" 53494950 53495994 "ensembl"
"ENSRNOG00000026346" "Svs6" "protein_coding" 160695911 160696732 "ensembl"
"ENSRNOG00000028955" "AABR07006042.1" "protein_coding" 215135482 215144181 "ensembl"
"ENSRNOG00000003388" "Cenpf" "protein_coding" 108132499 108178609 "ensembl"
"ENSRNOG00000050603" "AABR07055875.1" "protein_coding" 14643704 14644665 "ensembl"
"ENSRNOG00000058051" "AABR07068420.1" "lincRNA" 104545316 104565351 "ensembl"
"ENSRNOG00000056495" "AABR07065676.1" "protein_coding" 139177200 139177631 "ensembl"
"ENSRNOG00000061410" "AABR07061847.1" "lincRNA" 149183930 149191904 "ensembl"
"ENSRNOG00000042015" "5S_rRNA" "rRNA" 50956695 50956804 "ensembl"
"ENSRNOG00000054671" "LOC108348129" "protein_coding" 96283 106793 "ensembl"
"ENSRNOG00000031038" "Gtdc1" "protein_coding" 29410426 29705985 "ensembl"
"ENSRNOG00000046047" "AC120291.2" "miRNA" 12222753 12222850 "ensembl"
"ENSRNOG00000058162" "U1" "snRNA" 21293705 21293852 "ensembl"
"ENSRNOG00000058570" "AABR07063674.1" "lincRNA" 41274652 41276007 "ensembl"
"ENSRNOG00000028470" "Gdpd4" "protein_coding" 162890475 162969727 "ensembl"
"ENSRNOG00000054182" "AABR07070816.1" "protein_coding" 85605655 85620116 "ensembl"
"ENSRNOG00000007769" "Marchf2" "protein_coding" 18559205 18585313 "ensembl"
"ENSRNOG00000011507" "Pick1" "protein_coding" 120465130 120484840 "ensembl"
"ENSRNOG00000016161" "Lman2" "protein_coding" 9797907 9816139 "ensembl"
"ENSRNOG00000003543" "Gpr143" "protein_coding" 23668363 23693162 "ensembl"
"ENSRNOG00000014828" "Avpi1" "protein_coding" 261365590 261371508 "ensembl"
"ENSRNOG00000056218" "AABR07000639.1" "lincRNA" 20735756 20737305 "ensembl"
"ENSRNOG00000045543" "Frat2" "protein_coding" 261089745 261090437 "ensembl"
"ENSRNOG00000054808" "AABR07017870.2" "protein_coding" 32060750 32061264 "ensembl"
"ENSRNOG00000060291" "AABR07036723.1" "processed_pseudogene" 881260 881613 "ensembl"
"ENSRNOG00000037133" "AABR07003433.1" "protein_coding" 109664940 109666906 "ensembl"
"ENSRNOG00000025571" "Il19" "protein_coding" 47664080 47670407 "ensembl"
"ENSRNOG00000007106" "Sos1" "protein_coding" 3104861 3182996 "ensembl"
"ENSRNOG00000057397" "AABR07071701.1" "protein_coding" 126975833 126976850 "ensembl"
"ENSRNOG00000037340" "Epha10" "protein_coding" 142875773 142908395 "ensembl"
"ENSRNOG00000030032" "Olr374" "protein_coding" 230576298 230577254 "ensembl"
"ENSRNOG00000060232" "AABR07024799.3" "lincRNA" 17223392 17237647 "ensembl"
"ENSRNOG00000055569" "SNORD15" "snoRNA" 164436586 164436730 "ensembl"
"ENSRNOG00000011077" "Tjp1" "protein_coding" 126146489 126227469 "ensembl"
"ENSRNOG00000006715" "Ccr1" "protein_coding" 132996649 133002201 "ensembl"
"ENSRNOG00000027278" "Pramef8" "protein_coding" 162183327 162199050 "ensembl"
"ENSRNOG00000023910" "Man2b1" "protein_coding" 26196837 26216267 "ensembl"
"ENSRNOG00000018864" "Klk4" "protein_coding" 99829351 99834216 "ensembl"
"ENSRNOG00000051752" "AABR07010894.1" "lincRNA" 154904750 154911839 "ensembl"
"ENSRNOG00000051735" "AABR07067749.2" "lincRNA" 60881563 60883856 "ensembl"
"ENSRNOG00000016510" "Prl7d1" "protein_coding" 38929045 38999652 "ensembl"
"ENSRNOG00000058436" "LOC108348215" "protein_coding" 61445672 61509765 "ensembl"
"ENSRNOG00000035517" "Mir3557" "miRNA" 56726128 56726240 "ensembl"
"ENSRNOG00000032297" "Msmo1" "protein_coding" 26859397 26875973 "ensembl"
"ENSRNOG00000028768" "Gbp4" "protein_coding" 248249468 248263168 "ensembl"
"ENSRNOG00000011435" "Osbpl10" "protein_coding" 123126667 123293562 "ensembl"
"ENSRNOG00000028231" "AABR07029202.1" "protein_coding" 13047378 13051154 "ensembl"
"ENSRNOG00000005519" "Grm3" "protein_coding" 21317695 21560490 "ensembl"
"ENSRNOG00000002253" "Wdr5b" "protein_coding" 67645965 67647818 "ensembl"
"ENSRNOG00000004217" "Stk10" "protein_coding" 17421075 17519706 "ensembl"
"ENSRNOG00000059500" "Cdkn1c" "protein_coding" 216661080 216663721 "ensembl"
"ENSRNOG00000013179" "Tinagl1" "protein_coding" 148382706 148392697 "ensembl"
"ENSRNOG00000003858" "Atp6ap2" "protein_coding" 11136939 11164915 "ensembl"
"ENSRNOG00000059350" "Ppp1r3a" "protein_coding" 41171486 41212072 "ensembl"
"ENSRNOG00000056647" "Ascc1" "protein_coding" 29558689 29648893 "ensembl"
"ENSRNOG00000025811" "Cfp" "protein_coding" 1311121 1316682 "ensembl"
"ENSRNOG00000047802" "AABR07053924.1" "miRNA" 133481507 133481612 "ensembl"
"ENSRNOG00000050781" "NEWGENE_735020" "protein_coding" 9403840 9404214 "ensembl"
"ENSRNOG00000047992" "AABR07013410.1" "protein_coding" 235950793 235951275 "ensembl"
"ENSRNOG00000052399" "U6" "snRNA" 89209355 89209459 "ensembl"
"ENSRNOG00000056350" "Gm24644" "scaRNA" 93979924 93980062 "ensembl"
"ENSRNOG00000053034" "AABR07071198.1" "lincRNA" 104342490 104363368 "ensembl"
"ENSRNOG00000003186" "Anks3" "protein_coding" 10808823 10831535 "ensembl"
"ENSRNOG00000009967" "Otof" "protein_coding" 27328406 27424864 "ensembl"
"ENSRNOG00000040033" "Rhox12" "protein_coding" 124247098 124252447 "ensembl"
"ENSRNOG00000057229" "AABR07047360.1" "snoRNA" 29494837 29494966 "ensembl"
"ENSRNOG00000060546" "AABR07041236.1" "snoRNA" 123393958 123394094 "ensembl"
"ENSRNOG00000013364" "Hey2" "protein_coding" 29191192 29201531 "ensembl"
"ENSRNOG00000024000" "Cd22" "protein_coding" 89314558 89329418 "ensembl"
"ENSRNOG00000047039" "AABR07005416.1" "miRNA" 182841658 182841763 "ensembl"
"ENSRNOG00000001844" "Klhl42" "protein_coding" 181481147 181502916 "ensembl"
"ENSRNOG00000059101" "U1" "snRNA" 98854988 98855143 "ensembl"
"ENSRNOG00000004626" "Slc34a2" "protein_coding" 60256712 60276794 "ensembl"
"ENSRNOG00000029889" "Clca4" "protein_coding" 250843165 250862419 "ensembl"
"ENSRNOG00000054751" "Lmbrd2" "protein_coding" 58534476 58590758 "ensembl"
"ENSRNOG00000057102" "Pafah1b2" "protein_coding" 50259248 50277797 "ensembl"
"ENSRNOG00000061721" "U6" "snRNA" 12102919 12103023 "ensembl"
"ENSRNOG00000004440" "Fignl1" "protein_coding" 91895909 91904433 "ensembl"
"ENSRNOG00000021663" "Vxn" "protein_coding" 9355507 9381214 "ensembl"
"ENSRNOG00000041435" "AABR07039202.1" "miRNA" 71469960 71470086 "ensembl"
"ENSRNOG00000057415" "AC106909.1" "miRNA" 141011565 141011661 "ensembl"
"ENSRNOG00000057515" "AABR07046136.1" "protein_coding" 10538 12859 "ensembl"
"ENSRNOG00000040443" "AABR07054473.1" "miRNA" 155351376 155351464 "ensembl"
"ENSRNOG00000030771" "Dgkb" "protein_coding" 57516713 58277279 "ensembl"
"ENSRNOG00000001392" "Lhx5" "protein_coding" 41663000 41671437 "ensembl"
"ENSRNOG00000037196" "Spag17" "protein_coding" 202200797 202443026 "ensembl"
"ENSRNOG00000058214" "AC098462.1" "lincRNA" 63299393 63315881 "ensembl"
"ENSRNOG00000057227" "LOC100363372" "protein_coding" 1031035 1076850 "ensembl"
"ENSRNOG00000017456" "Vstm2b" "protein_coding" 97632473 97660962 "ensembl"
"ENSRNOG00000050826" "LOC103690375" "protein_coding" 78322669 78323604 "ensembl"
"ENSRNOG00000059752" "AABR07072936.1" "lincRNA" 148131653 148132418 "ensembl"
"ENSRNOG00000058038" "AABR07024877.1" "protein_coding" 20639394 20640720 "ensembl"
"ENSRNOG00000008025" "Bend5" "protein_coding" 131257127 131312335 "ensembl"
"ENSRNOG00000002969" "Itpkb" "protein_coding" 98615287 98708149 "ensembl"
"ENSRNOG00000059450" "AC114696.1" "miRNA" 81862880 81862943 "ensembl"
"ENSRNOG00000057200" "AABR07007717.2" "lincRNA" 25546190 25547646 "ensembl"
"ENSRNOG00000061545" "LOC102554127" "lincRNA" 41369286 41371018 "ensembl"
"ENSRNOG00000003031" "Atp2b4" "protein_coding" 50091430 50153823 "ensembl"
"ENSRNOG00000057541" "AABR07032593.2" "lincRNA" 72876798 72877612 "ensembl"
"ENSRNOG00000010997" "Ednrb" "protein_coding" 88006977 88036354 "ensembl"
"ENSRNOG00000061539" "LOC102550577" "lincRNA" 21 5228 "ensembl"
"ENSRNOG00000061440" "SNORA74" "snoRNA" 8337864 8338058 "ensembl"
"ENSRNOG00000019043" "Pdcd1" "protein_coding" 101025313 101038625 "ensembl"
"ENSRNOG00000051833" "AABR07027906.1" "snoRNA" 48581569 48581698 "ensembl"
"ENSRNOG00000030708" "Lcn4" "protein_coding" 5167685 5170545 "ensembl"
"ENSRNOG00000002210" "Hsd17b11" "protein_coding" 7073445 7104566 "ensembl"
"ENSRNOG00000057990" "AABR07019593.1" "snRNA" 110160711 110160817 "ensembl"
"ENSRNOG00000046838" "Olr1386" "protein_coding" 34383396 34384343 "ensembl"
"ENSRNOG00000060488" "AABR07026668.1" "lincRNA" 88851134 88852524 "ensembl"
"ENSRNOG00000055390" "Gm25835" "snoRNA" 56273201 56273342 "ensembl"
"ENSRNOG00000053664" "U1" "snRNA" 83736405 83736547 "ensembl"
"ENSRNOG00000056590" "RNaseP_nuc" "ribozyme" 80951018 80951307 "ensembl"
"ENSRNOG00000058719" "AABR07040494.1" "protein_coding" 102508056 102510007 "ensembl"
"ENSRNOG00000037698" "Pramel" "protein_coding" 105937118 105939860 "ensembl"
"ENSRNOG00000056297" "Fmnl3" "protein_coding" 140983342 141001993 "ensembl"
"ENSRNOG00000056919" "U1" "snRNA" 81835387 81835543 "ensembl"
"ENSRNOG00000048118" "LOC108348276" "protein_coding" 28370373 28381311 "ensembl"
"ENSRNOG00000017463" "Bloc1s3" "protein_coding" 80415686 80416273 "ensembl"
"ENSRNOG00000037793" "Cdk5r2" "protein_coding" 82120059 82121527 "ensembl"
"ENSRNOG00000027487" "Trim28" "protein_coding" 65544373 65551043 "ensembl"
"ENSRNOG00000004437" "Map2k6" "protein_coding" 98706960 98823287 "ensembl"
"ENSRNOG00000007542" "Scg5" "protein_coding" 105235050 105279462 "ensembl"
"ENSRNOG00000038654" "LOC103692785" "protein_coding" 33721935 33722090 "ensembl"
"ENSRNOG00000000081" "Antxr2" "protein_coding" 13192347 13274978 "ensembl"
"ENSRNOG00000052958" "AABR07007663.1" "lincRNA" 22864491 22868109 "ensembl"
"ENSRNOG00000055198" "U6" "snRNA" 44247236 44247343 "ensembl"
"ENSRNOG00000056454" "AC096600.1" "miRNA" 266065344 266065402 "ensembl"
"ENSRNOG00000001204" "Ankrd13a" "protein_coding" 47558590 47588335 "ensembl"
"ENSRNOG00000061339" "U6" "snRNA" 280816810 280816915 "ensembl"
"ENSRNOG00000015150" "Spg7" "protein_coding" 55880561 55915502 "ensembl"
"ENSRNOG00000012038" "Htr1d" "protein_coding" 154800226 154801350 "ensembl"
"ENSRNOG00000019423" "Dvl1" "protein_coding" 173296270 173307945 "ensembl"
"ENSRNOG00000026296" "Saxo2" "protein_coding" 144586260 144601335 "ensembl"
"ENSRNOG00000033503" "Ldlrad2" "protein_coding" 155914735 155916893 "ensembl"
"ENSRNOG00000019052" "Ankzf1" "protein_coding" 82393672 82400530 "ensembl"
"ENSRNOG00000053821" "U6" "snRNA" 76840904 76841010 "ensembl"
"ENSRNOG00000048680" "AABR07058091.1" "miRNA" 99735393 99735504 "ensembl"
"ENSRNOG00000053404" "NEWGENE_1306267" "protein_coding" 62193705 62215293 "ensembl"
"ENSRNOG00000055370" "Lce6a" "protein_coding" 192811766 192812008 "ensembl"
"ENSRNOG00000058000" "AABR07068085.4" "lincRNA" 82785561 82791683 "ensembl"
"ENSRNOG00000054929" "AABR07072414.1" "lincRNA" 80905121 80911027 "ensembl"
"ENSRNOG00000061668" "AABR07035190.1" "lincRNA" 6544197 6552286 "ensembl"
"ENSRNOG00000002454" "Rnf2" "protein_coding" 68830620 68858809 "ensembl"
"ENSRNOG00000052029" "U4" "snRNA" 56588638 56588763 "ensembl"
"ENSRNOG00000053792" "AABR07011994.1" "snoRNA" 180808615 180808746 "ensembl"
"ENSRNOG00000054602" "AABR07025408.1" "snoRNA" 37214185 37214316 "ensembl"
"ENSRNOG00000004560" "Cacna1b" "protein_coding" 1740024 1924827 "ensembl"
"ENSRNOG00000058075" "AABR07026576.2" "lincRNA" 84212799 84213997 "ensembl"
"ENSRNOG00000051774" "AABR07062453.1" "lincRNA" 177687149 177688675 "ensembl"
"ENSRNOG00000040005" "Ndufa1" "protein_coding" 124513269 124516705 "ensembl"
"ENSRNOG00000028939" "Rps29" "protein_coding" 91334004 91334306 "ensembl"
"ENSRNOG00000017975" "Dnajb13" "protein_coding" 165515726 165530095 "ensembl"
"ENSRNOG00000024517" "Gpr119" "protein_coding" 135515545 135521598 "ensembl"
"ENSRNOG00000012363" "Peli2" "protein_coding" 24942218 25083931 "ensembl"
"ENSRNOG00000057570" "AABR07015648.1" "lincRNA" 68699009 68704287 "ensembl"
"ENSRNOG00000051470" "Card9" "protein_coding" 3798347 3806713 "ensembl"
"ENSRNOG00000015777" "Mex3c" "protein_coding" 69549937 69571736 "ensembl"
"ENSRNOG00000049171" "Pspn" "protein_coding" 10044756 10045314 "ensembl"
"ENSRNOG00000049962" "LOC100911860" "protein_coding" 91038064 91100482 "ensembl"
"ENSRNOG00000005348" "Pamr1" "protein_coding" 92403582 92502089 "ensembl"
"ENSRNOG00000019037" "AABR07008724.1" "protein_coding" 71753816 71754546 "ensembl"
"ENSRNOG00000059091" "Potem" "protein_coding" 21955168 22116834 "ensembl"
"ENSRNOG00000032027" "Tmem42" "protein_coding" 132105443 132108462 "ensembl"
"ENSRNOG00000055182" "AC135822.2" "protein_coding" 150303036 150303224 "ensembl"
"ENSRNOG00000000470" "Vps52" "protein_coding" 5432004 5441706 "ensembl_havana"
"ENSRNOG00000030351" "AABR07006627.1" "unprocessed_pseudogene" 243108432 243109080 "havana"
"ENSRNOG00000015232" "Pip5k1b" "protein_coding" 242168462 242441247 "ensembl_havana"
"ENSRNOG00000051104" "AABR07039033.1" "processed_pseudogene" 66667269 66668707 "havana"
"ENSRNOG00000030809" "AABR07034293.1" "processed_pseudogene" 62981070 62981653 "havana"
"ENSRNOG00000051300" "AABR07039328.2" "lincRNA" 73757664 73758388 "havana"
"ENSRNOG00000051072" "AABR07039313.1" "processed_pseudogene" 73639190 73639729 "havana"
"ENSRNOG00000032798" "Slco3a1" "protein_coding" 135790810 136073540 "ensembl_havana"
"ENSRNOG00000042227" "AABR07038625.1" "processed_pseudogene" 57185851 57187684 "havana"
"ENSRNOG00000007455" "Tmem132e" "protein_coding" 69737328 69794975 "ensembl_havana"
"ENSRNOG00000032866" "AABR07035366.1" "processed_pseudogene" 11302287 11302671 "havana"
"ENSRNOG00000051035" "AABR07048468.1" "unprocessed_pseudogene" 77778002 77778130 "havana"
"ENSRNOG00000028353" "Sox13" "protein_coding" 50434702 50479657 "ensembl_havana"
"ENSRNOG00000060991" "AABR07001432.2" "TEC" 43532902 43533277 "havana"
"ENSRNOG00000062247" "AABR07031521.1" "processed_pseudogene" 17116552 17118501 "havana"
"ENSRNOG00000051304" "AABR07004272.1" "lincRNA" 135135833 135162693 "havana"
"ENSRNOG00000017642" "Acbd5" "protein_coding" 89883615 89923423 "havana"
"ENSRNOG00000010872" "Ckb" "protein_coding" 136142956 136145837 "ensembl_havana"
"ENSRNOG00000062143" "LOC100911830" "processed_pseudogene" 69903323 69941579 "havana"
"ENSRNOG00000015941" "Fkbp10" "protein_coding" 88326080 88338207 "ensembl_havana"
"ENSRNOG00000031398" "Mab21l2" "protein_coding" 185850232 185852759 "ensembl_havana"
"ENSRNOG00000025119" "Fmo9" "protein_coding" 84774274 84795081 "ensembl_havana"
"ENSRNOG00000051219" "AABR07038969.1" "processed_pseudogene" 65014439 65015050 "havana"
"ENSRNOG00000051039" "LOC108349594" "lincRNA" 134873400 134887841 "havana"
"ENSRNOG00000051069" "AC134204.1" "protein_coding" 74727494 74954576 "ensembl_havana"
"ENSRNOG00000039282" "MGC112692" "protein_coding" 18264361 18286426 "ensembl_havana"
"ENSRNOG00000029386" "RT1-N2" "protein_coding" 3146856 3150852 "ensembl_havana"
"ENSRNOG00000012739" "Brf2" "protein_coding" 69089955 69094680 "ensembl_havana"
"ENSRNOG00000000985" "Cpsf4" "protein_coding" 11199898 11215708 "ensembl_havana"
"ENSRNOG00000037374" "Ly6al" "processed_transcript" 116557519 116561208 "ensembl_havana"
"ENSRNOG00000048850" "AABR07058441.1" "lincRNA" 116373323 116504853 "ensembl_havana"
"ENSRNOG00000058654" "AC119762.4" "protein_coding" 187893368 187898310 "ensembl_havana"
"ENSRNOG00000009932" "Mctp2" "protein_coding" 133324301 133559975 "ensembl_havana"
"ENSRNOG00000013940" "RGD1565989" "lincRNA" 127844575 127947952 "ensembl_havana"
"ENSRNOG00000000040" "RGD1304622" "protein_coding" 72861090 72893187 "ensembl_havana"
"ENSRNOG00000018901" "Rab14" "protein_coding" 14373275 14395362 "ensembl_havana"
"ENSRNOG00000036865" "Krt77" "protein_coding" 143461423 143473783 "ensembl_havana"
"ENSRNOG00000051084" "LOC103695128" "protein_coding" 70926440 70928206 "ensembl_havana"
"ENSRNOG00000001039" "Eif2b1" "protein_coding" 37444072 37465398 "ensembl_havana"
"ENSRNOG00000062023" "AABR07044349.1" "processed_pseudogene" 3004038 3004212 "havana"
"ENSRNOG00000051083" "AABR07021596.1" "processed_pseudogene" 80539335 80539626 "havana"
"ENSRNOG00000005906" "LOC103690020" "protein_coding" 14212925 14241272 "ensembl_havana"
"ENSRNOG00000062121" "AABR07020663.2" "unprocessed_pseudogene" 34366550 34368313 "havana"
"ENSRNOG00000014070" "Krt13" "protein_coding" 88032130 88036040 "ensembl_havana"
"ENSRNOG00000024138" "Dusp21" "protein_coding" 4956699 4957529 "ensembl_havana"
"ENSRNOG00000036762" "Itpripl2" "processed_pseudogene" 188141113 188142721 "havana"
"ENSRNOG00000051130" "LOC102548326" "lincRNA" 71127675 71142020 "havana"
"ENSRNOG00000024208" "Prss48" "protein_coding" 185289653 185303610 "ensembl_havana"
"ENSRNOG00000029958" "RGD1563861" "processed_pseudogene" 14731712 14732353 "havana"
"ENSRNOG00000026133" "Ly6d" "protein_coding" 115993301 115994783 "ensembl_havana"
"ENSRNOG00000026490" "Dnm3" "protein_coding" 79910382 80379929 "ensembl_havana"
"ENSRNOG00000038181" "AABR07038881.1" "processed_pseudogene" 63439665 63440163 "havana"
"ENSRNOG00000006956" "AABR07049085.1" "protein_coding" 104362971 104753863 "ensembl_havana"
"ENSRNOG00000005944" "Slurp1" "protein_coding" 115961731 115963046 "ensembl_havana"
"ENSRNOG00000051138" "Olr1223" "protein_coding" 41302631 41303572 "ensembl_havana"
"ENSRNOG00000000456" "Psmb8" "protein_coding" 3990613 3993769 "ensembl_havana"
"ENSRNOG00000003123" "Rpa1" "protein_coding" 62140419 62191512 "ensembl_havana"
"ENSRNOG00000047401" "Gfy" "protein_coding" 101173382 101175570 "ensembl_havana"
"ENSRNOG00000053283" "LOC100365588" "protein_coding" 87516452 87517199 "ensembl_havana"
"ENSRNOG00000062088" "AC242859.1" "lincRNA" 619913 629915 "havana"
"ENSRNOG00000043043" "AABR07054232.1" "unprocessed_pseudogene" 144465964 144469814 "havana"
"ENSRNOG00000015295" "Ctdsp1" "protein_coding" 81672758 81677979 "ensembl_havana"
"ENSRNOG00000050910" "LOC688583" "protein_coding" 36690249 36694325 "ensembl_havana"
"ENSRNOG00000051329" "LOC103691740" "lincRNA" 259914202 259915388 "havana"
"ENSRNOG00000062264" "AABR07058298.1" "processed_pseudogene" 108893428 108893762 "havana"
"ENSRNOG00000013896" "Krt40" "protein_coding" 87453688 87459652 "ensembl_havana"
"ENSRNOG00000011653" "Washc2c" "protein_coding" 148139528 148197365 "ensembl_havana"
"ENSRNOG00000062191" "AABR07036016.1" "transcribed_processed_pseudogene" 30625197 30626439 "havana"
"ENSRNOG00000000459" "Psmb9" "protein_coding" 3973420 3978845 "ensembl_havana"
"ENSRNOG00000061543" "Ap2b1" "protein_coding" 70520206 70621977 "ensembl_havana"
"ENSRNOG00000014956" "Slc11a1" "protein_coding" 81655629 81666706 "ensembl_havana"
"ENSRNOG00000006644" "Kdm4c" "protein_coding" 90800082 91012659 "ensembl_havana"
"ENSRNOG00000059066" "AC120486.10" "lincRNA" 2584557 2609007 "ensembl_havana"
"ENSRNOG00000028856" "Pknox2" "protein_coding" 39361218 39551700 "ensembl_havana"
"ENSRNOG00000062291" "AABR07012058.2" "processed_pseudogene" 184459622 184460674 "havana"
"ENSRNOG00000010409" "Nol6" "protein_coding" 57445344 57455018 "ensembl_havana"
"ENSRNOG00000009540" "Gpr3" "protein_coding" 151394524 151397603 "ensembl_havana"
"ENSRNOG00000058003" "Spon1" "protein_coding" 178636544 178935051 "ensembl_havana"
"ENSRNOG00000051105" "AABR07021586.1" "processed_pseudogene" 79493365 79494299 "havana"
"ENSRNOG00000019090" "Cct3" "protein_coding" 187668796 187693610 "ensembl_havana"
"ENSRNOG00000011846" "Krt28" "protein_coding" 87276293 87286387 "ensembl_havana"
"ENSRNOG00000008078" "Kcnh6" "protein_coding" 94207314 94228236 "ensembl_havana"
"ENSRNOG00000003285" "Mpv17l" "protein_coding" 3321476 3357470 "ensembl_havana"
"ENSRNOG00000061961" "AABR07021400.1" "processed_transcript" 70157578 70175050 "havana"
"ENSRNOG00000015425" "Ssx2ip" "protein_coding" 252263386 252296051 "ensembl_havana"
"ENSRNOG00000058373" "AABR07044365.1" "processed_transcript" 3395258 3398733 "havana"
"ENSRNOG00000060963" "Rbmy1j" "protein_coding" 380382 390667 "ensembl_havana"
"ENSRNOG00000032924" "AABR07064753.1" "processed_pseudogene" 93790241 93790528 "havana"
"ENSRNOG00000000765" "Olr1743" "protein_coding" 1845209 1846151 "ensembl_havana"
"ENSRNOG00000007756" "Atg101" "protein_coding" 142929400 142938554 "ensembl_havana"
"ENSRNOG00000033527" "Pappa1" "protein_coding" 80920568 81150940 "ensembl_havana"
"ENSRNOG00000002991" "Srr" "protein_coding" 61756138 61772293 "ensembl_havana"
"ENSRNOG00000062268" "AABR07051404.1" "processed_pseudogene" 10594261 10594837 "havana"
"ENSRNOG00000049958" "AABR07038831.1" "processed_pseudogene" 61918750 61920338 "havana"
"ENSRNOG00000060503" "AC112568.5" "processed_pseudogene" 1832520 1833285 "havana"
"ENSRNOG00000000323" "Prdm1" "protein_coding" 49464919 49556518 "ensembl_havana"
"ENSRNOG00000042289" "Plcxd2" "protein_coding" 57207656 57260568 "ensembl_havana"
"ENSRNOG00000061097" "Lrit3" "protein_coding" 235213027 235232530 "ensembl_havana"
"ENSRNOG00000018426" "NEWGENE_2134" "protein_coding" 80606638 80609921 "ensembl_havana"
"ENSRNOG00000051446" "AC119007.2" "lincRNA" 142884284 142884947 "havana"
"ENSRNOG00000050220" "Nrxn1" "protein_coding" 13886740 15191660 "ensembl_havana"
"ENSRNOG00000016336" "AABR07045373.1" "processed_pseudogene" 45443713 45445137 "ensembl_havana"
"ENSRNOG00000062276" "AABR07044631.2" "protein_coding" 13988442 14001269 "havana"
"ENSRNOG00000061964" "AC126486.4" "antisense" 12638507 12639167 "havana"
"ENSRNOG00000062077" "AABR07049773.1" "processed_pseudogene" 137350525 137350764 "havana"
"ENSRNOG00000038231" "AABR07038802.1" "processed_pseudogene" 60989602 60990540 "havana"
"ENSRNOG00000061974" "AABR07062904.1" "processed_pseudogene" 13834640 13835285 "havana"
"ENSRNOG00000006487" "Casp8ap2" "protein_coding" 47853818 47891668 "ensembl_havana"
"ENSRNOG00000062252" "AABR07072853.5" "processed_transcript" 10384888 10432854 "havana"
"ENSRNOG00000051180" "LOC100911516" "protein_coding" 101388151 101388833 "ensembl_havana"
"ENSRNOG00000005982" "C1d" "protein_coding" 100415668 100427260 "ensembl_havana"
"ENSRNOG00000000889" "AABR07011057.1" "protein_coding" 157031018 157066781 "ensembl_havana"
"ENSRNOG00000051147" "AABR07011057.2" "protein_coding" 157056105 157058194 "havana"
"ENSRNOG00000014399" "Aamp" "protein_coding" 81560842 81566642 "ensembl_havana"
"ENSRNOG00000062022" "AABR07062898.1" "processed_pseudogene" 13611638 13612095 "havana"
"ENSRNOG00000002708" "Phf8" "protein_coding" 21063562 21168750 "ensembl_havana"
"ENSRNOG00000062212" "AABR07034208.1" "processed_pseudogene" 57173315 57174090 "havana"
"ENSRNOG00000052839" "Olr1739" "protein_coding" 1809078 1810116 "ensembl_havana"
"ENSRNOG00000062085" "AC239701.2" "processed_pseudogene" 20090 20476 "havana"
"ENSRNOG00000000525" "Pi16" "protein_coding" 6923489 6932786 "ensembl_havana"
"ENSRNOG00000019649" "Cul4a" "protein_coding" 81719028 81756654 "ensembl_havana"
"ENSRNOG00000002953" "P2ry4" "protein_coding" 70426951 70428364 "ensembl_havana"
"ENSRNOG00000019763" "Mlph" "protein_coding" 98073038 98108433 "ensembl_havana"
"ENSRNOG00000006617" "AABR07060487.1" "processed_transcript" 75325651 77023138 "ensembl_havana"
"ENSRNOG00000042186" "Mln" "sense_intronic" 6567092 6571791 "ensembl_havana"
"ENSRNOG00000062287" "AABR07044468.1" "sense_intronic" 6845447 6845947 "havana"
"ENSRNOG00000050043" "Olr1735" "protein_coding" 1749716 1750642 "ensembl_havana"
"ENSRNOG00000058776" "Olr1734" "protein_coding" 1736377 1737362 "ensembl_havana"
"ENSRNOG00000003326" "Rrn3" "protein_coding" 3170742 3214655 "ensembl_havana"
"ENSRNOG00000013282" "Mctp1" "protein_coding" 3400977 4088989 "ensembl_havana"
"ENSRNOG00000024762" "Frmd7" "protein_coding" 138098185 138148967 "ensembl_havana"
"ENSRNOG00000061923" "AC120486.12" "unprocessed_pseudogene" 2435497 2437028 "havana"
"ENSRNOG00000058119" "Olr1733" "unprocessed_pseudogene" 1694453 1695380 "havana"
"ENSRNOG00000011953" "Supt16h" "protein_coding" 28575480 28611946 "ensembl_havana"
"ENSRNOG00000005524" "Pno1" "protein_coding" 100364190 100372760 "ensembl_havana"
"ENSRNOG00000047537" "LOC100912373" "protein_coding" 28480023 28505432 "ensembl_havana"
"ENSRNOG00000000519" "Stk38" "protein_coding" 6224296 6257604 "ensembl_havana"
"ENSRNOG00000050041" "LOC682831" "processed_pseudogene" 60551201 60552242 "havana"
"ENSRNOG00000023566" "Vwa3b" "processed_transcript" 43607669 43779463 "ensembl_havana"
"ENSRNOG00000000516" "Pxt1" "protein_coding" 6193070 6195463 "ensembl_havana"
"ENSRNOG00000061947" "AABR07026537.1" "TEC" 81711407 81711807 "havana"
"ENSRNOG00000062186" "AABR07047323.2" "sense_intronic" 28436092 28437192 "havana"
"ENSRNOG00000034215" "AABR07034928.1" "processed_pseudogene" 888446 888703 "ensembl_havana"
"ENSRNOG00000060724" "AC112568.6" "processed_pseudogene" 1678368 1679940 "havana"
"ENSRNOG00000011271" "Mcc" "protein_coding" 35683185 35817127 "ensembl_havana"
"ENSRNOG00000009139" "Fubp3" "protein_coding" 10221395 10269693 "ensembl_havana"
